id	familyName	givenName	birth_date	birth_place	death_date	death_place
http://ldf.fi/nbf/p953	Lindberg	Hugo	1863-02-16	Helsinki	1932-01-27	Helsinki
http://ldf.fi/nbf/p20322	Sirelius	Leo Aristides	1863-02-26	PIetari	1937-01-30	Helsinki
http://ldf.fi/nbf/p1317	Wasenius	Gösta	1863-03-10	Helsingin pitäjä	1939-06-18	Helsinki
http://ldf.fi/nbf/p4574	Malin	Anton Karl Otto	1863-03-21	Pori	1932-11-26	Hämeenlinna
http://ldf.fi/nbf/p5572	Stråhle	Axel Lennart	1863-03-22	Iitti	1929-08-24	Turku
http://ldf.fi/nbf/p20332	Standertskjöld	Alexander Robert Uno	1863-03-26	Tula, Venäjä	1911-08-16	Wien
http://ldf.fi/nbf/p3350	Alfthan	Max Theodor	1863-03-28	Viipuri	1914-07-15	Tukholma
http://ldf.fi/nbf/p3964	Ivanov	Platon	1863-03-31	Helsinki	1939-11-15	Daugavpils
http://ldf.fi/nbf/p31122	Korpela	Kaarle	1863-03-31	Kauvatsa	1943-01-03	Tammela
http://ldf.fi/nbf/p3686	Grotenfelt	Arvi	1863-04-10	Helsinki	1941-03-29	Helsinki
http://ldf.fi/nbf/p2983	Erkko	Elias	1863-04-12	Orimattila	1888-11-21	Merano
http://ldf.fi/nbf/p31124	Korpela	Simo Oskari	1863-04-12	Teuva	1936-06-14	Toivakka
http://ldf.fi/nbf/p3267	Estlander	Bernhard	1863-04-20	Helsinki	1931-04-24	Helsinki
http://ldf.fi/nbf/p2192	Häggman	Signe	1863-04-29	Jyväskylä	1911-06-26	Helsinki
http://ldf.fi/nbf/p1980	Oker-Blom	Max	1863-05-05	Helsinki	1917-10-10	Helsinki
http://ldf.fi/nbf/p10239	Söderman	Karl	1863-05-07	Oulu	1911-10-21	Merano, Itävalta (Italia)
http://ldf.fi/nbf/p5631	Söderman	Karl	1863-05-07	Oulu	1911-10-21	Merano
http://ldf.fi/nbf/p2067	Krohn	Kaarle	1863-05-10	Helsinki	1933-07-19	Sammatti
http://ldf.fi/nbf/p5285	Roiha	Matti	1863-05-17	Parikkala	1917-09-12	Lappeenranta
http://ldf.fi/nbf/p3100	Hagelstam	Wentzel	1863-05-27	Helsingin pitäjä	1932-04-12	Helsinki
http://ldf.fi/nbf/p10295	von Wright	Ferdinand	1863-06-01	Leppävirta	1930-06-02	Kirkkonummi
http://ldf.fi/nbf/p563	Chydenius	Jakob Wilhelm	1863-06-12	Helsinki	1926-10-20	Helsinki
http://ldf.fi/nbf/p10297	Teräksinen	August	1863-06-12	Pielavesi	1938-01-16	Helsinki
http://ldf.fi/nbf/p30872	Jacobson	Viktor Immanuel	1863-07-07	Helsinki	1923-07-10	Helsinki
http://ldf.fi/nbf/p5734	Toppelius	Meri	1863-07-09	Hamina	1896-01-27	Chicago, Illinois
http://ldf.fi/nbf/p852	Mäkelä	Aukusti Bernhard	1863-07-12	Kustavi	1932-02-28	Malcolm Island, Brittiläinen Kolumbia
http://ldf.fi/nbf/p5343	Sederholm	Jakob Johannes	1863-07-20	Helsinki	1934-06-26	Helsinki
http://ldf.fi/nbf/p6147	Heikkinen	Juho Alfred	1863-07-20	Oulu	1938-07-05	Hyrynsalmi
http://ldf.fi/nbf/p20364	Tawaststjerna	Alexander	1863-07-25	Kuopio	1930-09-30	Tallinna
http://ldf.fi/nbf/p20423	von Etter	Johan Emil	1863-08-03	Pietari	1941-03-22	Haikon kartano, Porvoon maalaiskunta
http://ldf.fi/nbf/p5514	Sparre	Louis	1863-08-03	Gravellona	1964-10-26	Tukholma
http://ldf.fi/nbf/p2224	Grönroos	Hjalmar	1863-08-06	Tammisaari	1929-12-06	Helsinki
http://ldf.fi/nbf/p6034	Vuori	Kaarlo	1863-08-19	Ruovesi	1914-06-22	Iisalmi
http://ldf.fi/nbf/p3770	Hedman	Edvin	1863-09-07	Oulu	1915-05-31	Vanaja
http://ldf.fi/nbf/p31097	Klami	Daniel	1863-09-25	Virolahti	1912-08-25	Virolahti
http://ldf.fi/nbf/p5393	Sopanen	Elias	1863-09-28	Savonlinna	1926-04-08	Kangaslampi
http://ldf.fi/nbf/p31026	Katila	Mikko	1863-10-04	Seinäjoki	1924-07-30	Savitaipale
http://ldf.fi/nbf/p4128	Karvonen	Jaakko	1863-10-20	Pudasjärvi	1943-05-02	Helsinki
http://ldf.fi/nbf/p997	Soldan-Brofeldt	Venny	1863-11-02	Helsinki	1945-10-10	Helsinki
http://ldf.fi/nbf/p31141	Koskinen	Juho	1863-11-05	Kokemäki	1929-07-10	Lammi
http://ldf.fi/nbf/p964	Järnefelt	Eero	1863-11-08	Viipuri	1937-11-15	Helsinki
http://ldf.fi/nbf/p30944	Järnefelt	Klas Filip	1863-11-12	Kaavi	1946-11-04	Mäntyharju
http://ldf.fi/nbf/p3185	Barsokevitsch	Victor	1863-11-20	Helsinki	1933-03-06	Helsinki
http://ldf.fi/nbf/p1368	Christides	Achilles Kyriaco	1863-11-21	Konstantinopoli	1923-10-18	Helsinki
http://ldf.fi/nbf/p5789	Wiksten	Anders	1863-11-24	Luumäki	1936-12-18	Espoo
http://ldf.fi/nbf/p30362	Hagfors	Erik Wilhelm	1863-11-25	Orimattila	1956-05-20	Myrskylä
http://ldf.fi/nbf/p6248	Goldbeck-Löwe	Albert	1863-11-26	Plön, Holstein	1934-04-12	
http://ldf.fi/nbf/p5955	Wasastjerna	Torsten	1863-12-17	Helsinki	1924-07-01	Helsinki
http://ldf.fi/nbf/p10376	Strömberg	Gottfrid	1863-12-17	Utajärvi	1938-05-03	Helsinki
http://ldf.fi/nbf/p1140	Strömberg	Gottfrid	1863-12-17	Muhos	1938-05-03	Helsinki
http://ldf.fi/nbf/p975	Mannerheim	Sophie	1863-12-21	Louhisaari, Askainen	1928-01-09	Helsinki
http://ldf.fi/nbf/p3207	Akashi	Motojirô	1864-01-01	Fukuoka, Kiushu	1919-10-24	Formosa
http://ldf.fi/nbf/p4680	Mäkinen	Kaarlo Kristian	1864-01-10	Ähtäri	1949-04-04	Tammela
http://ldf.fi/nbf/p20330	Spåre	Rafael Knut Harald	1864-01-11	Helsinki	1943-01-12	Bryssel
http://ldf.fi/nbf/p30964	Kairamo	Oskar Hugo Berndt	1864-01-16	Mikkeli	1943-12-09	Kitee
http://ldf.fi/nbf/p5944	Virkkunen	Artturi Heikki	1864-01-19	Karunki	1924-11-17	Espoo
http://ldf.fi/nbf/p842	Aho	Pekka	1864-01-19	Lapinlahti	1945-04-01	Raahe
http://ldf.fi/nbf/p1300	Fogelholm	Gustaf	1864-01-22	Oulu	1940-05-26	Helsinki
http://ldf.fi/nbf/p831	Käkikoski	Hilda	1864-01-31	Lapinjärvi	1912-11-14	Helsinki
http://ldf.fi/nbf/p1120	af Forselles	Arthur	1864-02-11	Lammi	1953-07-27	Helsinki
http://ldf.fi/nbf/p270	Setälä	Emil Nestor	1864-02-27	Kokemäki	1935-02-08	Järvenpää
http://ldf.fi/nbf/p4805	Närhi	Otto	1864-02-28	Rautalampi	1904-05-07	Helsinki
http://ldf.fi/nbf/p2951	Wrede	Mathilda	1864-03-08	Vaasa	1928-12-25	Helsinki
http://ldf.fi/nbf/p31187	Kröger	David Konstantin	1864-03-12	Kuopio	1933-10-01	Kuopio
http://ldf.fi/nbf/p3104	Lybeck	Mikael	1864-03-18	Uusikaarlepyy	1925-10-11	Kauniainen
http://ldf.fi/nbf/p5604	Suuronen	Philip	1864-03-26	Kangasniemi	1909-05-21	Helsinki
http://ldf.fi/nbf/p30728	Hynninen	Erkki Wilho	1864-04-02	Joroinen	1936-08-03	Viipuri
http://ldf.fi/nbf/p2630	Rainesalo	Ernesti	1864-04-08	Eurajoki	1929-08-16	Helsinki
http://ldf.fi/nbf/p2952	Gebhard	Hannes	1864-04-08	Kemijärvi	1933-02-23	Helsinki
http://ldf.fi/nbf/p5992	Wikström	Emil	1864-04-13	Turku	1942-09-26	Helsinki
http://ldf.fi/nbf/p960	Hultin	Tekla	1864-04-18	Jaakkima	1943-03-31	Helsinki
http://ldf.fi/nbf/p573	Hasselblatt	Ivar	1864-04-20	Vaasa	1948-10-06	Vaasa
http://ldf.fi/nbf/p10303	Schildt	Aatos	1864-05-22	Jyväskylä	1939-11-17	Muurame
http://ldf.fi/nbf/p30953	Järvinen	Viktor	1864-05-30	Luhanka	1938-11-04	Tuulos
http://ldf.fi/nbf/p5181	Rosberg	Johan Evert	1864-06-18	Kirkkonummi	1932-03-20	Helsinki
http://ldf.fi/nbf/p2911	Liakka	Niilo	1864-06-23	Alatornio	1945-01-26	Helsinki
http://ldf.fi/nbf/p3107	Aarnisalo	Otto	1864-07-08	Viipuri	1942-09-18	Sortavala
http://ldf.fi/nbf/p30375	Hakanen	Kaarlo Henrik	1864-07-10	Korpilahti	1932-06-20	Anttola
http://ldf.fi/nbf/p3075	Pavolini	Paolo Emilio	1864-07-10	Livorno	1942-09-16	Quattordio
http://ldf.fi/nbf/p2795	Federley	Alex	1864-07-12	Turku	1932-11-17	Helsinki
http://ldf.fi/nbf/p10283	Nissinen	Oskar	1864-07-26	Sortavala	1937-03-27	Sortavalan maalaiskunta
http://ldf.fi/nbf/p571	Grönvall	Filip	1864-08-02	Lohja	1936-07-27	Helsinki
http://ldf.fi/nbf/p10335	Slätis	Otto	1864-08-03	Lapinjärvi	1940-10-12	Vaasa
http://ldf.fi/nbf/p4874	Olsoni-Quist	Anna	1864-08-28	Sakkola	1943-08-19	Helsinki
http://ldf.fi/nbf/p5673	Tarjanne	Onni	1864-09-05	Virrat	1946-05-23	Helsinki
http://ldf.fi/nbf/p3190	Bergh	Hanna	1864-09-08	Helsinki	1890-05-03	Helsinki
http://ldf.fi/nbf/p1315	Damm	Viktor	1864-09-19	Helsinki	1944-12-08	Malmi
http://ldf.fi/nbf/p31134	Korvenheimo	Wilhelm (Vilho) Ferdinand	1864-09-28	Lappeenranta	1934-01-18	Sievi
http://ldf.fi/nbf/p10380	Bensow	Wilhelm	1864-10-03	Tukholma	1949-10-10	Helsinki
http://ldf.fi/nbf/p3284	Bensow	Wilhelm	1864-10-03	Tukholma	1949-10-10	Helsinki
http://ldf.fi/nbf/p10236	Paloheimo	Hjalmar Gabriel	1864-10-17	Kangasala	1919-06-29	Loppi
http://ldf.fi/nbf/p397	Paloheimo	Hjalmar Gabriel	1864-10-17	Kangasala	1919-06-29	Loppi
http://ldf.fi/nbf/p2118	Krogius	Ali	1864-11-07	Helsinki	1939-05-12	Helsinki
http://ldf.fi/nbf/p10330	Santaholma	Siivertti	1864-11-15	Kalajoki	1936-02-26	Oulu
http://ldf.fi/nbf/p31228	Kärki	Henrik Fabian	1864-12-04	Eräjärvi	1908-05-02	Puolanka
http://ldf.fi/nbf/p3739	Halme	Kaarle	1864-12-04	Hämeenkyrö	1946-09-20	Helsinki
http://ldf.fi/nbf/p31019	Karttunen	Antti Wilho	1864-12-20	Kuopio	1947-06-20	Lemi
http://ldf.fi/nbf/p4582	Malmberg	Hugo	1864-12-23	Vaasa	1956-03-03	Vaasa
http://ldf.fi/nbf/p1319	Catani	John	1864-12-25	Helsinki	1931-05-13	Helsinki
http://ldf.fi/nbf/p10267	Sellgren	Evert Viktor	1864-12-26	Vihti	1936-12-30	Viipuri
http://ldf.fi/nbf/p4630	Mendelin	Irene	1864-12-27	Jyväskylä	1944-09-14	Saarijärvi
http://ldf.fi/nbf/p30857	Ingman	Odert Julius	1865-01-01	Purmo	1929-05-03	Parikkala
http://ldf.fi/nbf/p1915	Paasonen	Heikki	1865-01-02	Mikkeli	1919-08-24	Helsinki
http://ldf.fi/nbf/p10269	Nordström	Johan Gustaf	1865-01-03	Uusikaupunki	1953-09-20	
http://ldf.fi/nbf/p31196	Kulla	Aleksander	1865-01-07	Kauhajoki	1906-05-01	Siipyy
http://ldf.fi/nbf/p2040	Lampén	Ernst	1865-01-07	Kuopio	1938-04-02	Helsinki
http://ldf.fi/nbf/p5569	Stockmann	Karl	1865-01-07	Helsinki	1938-05-23	Bad Reichenhall
http://ldf.fi/nbf/p10281	Stockmann	Karl	1865-01-07	Helsinki	1938-05-28	Bad Reichenhall, Saksa
http://ldf.fi/nbf/p31077	Kinnunen	Juho	1865-01-14	Rääkkylä	1934-09-09	Rääkkylä
http://ldf.fi/nbf/p2168	Ramsay	Wilhelm	1865-01-20	Dragsfjärd	1928-01-08	Helsinki
http://ldf.fi/nbf/p329	Ståhlberg	Kaarlo Juho	1865-01-28	Suomussalmi	1952-09-22	Helsinki
http://ldf.fi/nbf/p1441	Malmberg	Aino	1865-02-24	Hollola	1933-02-03	
http://ldf.fi/nbf/p6298	Palomaa	Veikko	1865-02-28	Sauvo	1933-12-02	Jurva
http://ldf.fi/nbf/p1498	Baltscheffskij	Theodor	1865-03-15	Valkeasaari, Inkeri	1959-01-29	Helsinki
http://ldf.fi/nbf/p2082	Tallqvist	Knut	1865-03-16	Kirkkonummi	1949-08-16	Kirkkonummi
http://ldf.fi/nbf/p30863	Itkonen	Lauri Arvid	1865-03-29	Kuopio	1925-06-03	
http://ldf.fi/nbf/p30321	Gustafsson	John Waldemar	1865-03-30	Turku	1941-05-20	Tenhola
http://ldf.fi/nbf/p6265	Luonnonmaa	Sampsa	1865-04-01	Messukylä	1948-11-29	Paimio
http://ldf.fi/nbf/p10220	Aminoff	Alexander	1865-04-15	Ruovesi	1918-02-05	Ruovesi
http://ldf.fi/nbf/p6350	Boldt	Jean	1865-04-19	Kuopio	1920-05-16	Kulosaari
http://ldf.fi/nbf/p901	Gallen-Kallela	Akseli	1865-04-26	Pori	1931-03-07	Tukholma
http://ldf.fi/nbf/p10343	Hahl	Anton	1865-04-29	Padasjoki	1931-12-27	
http://ldf.fi/nbf/p31138	Koskimies	Eevertti Kustaa	1865-04-29	Jurva	1938-03-09	Helsinki
http://ldf.fi/nbf/p6136	Helander	Niilo	1865-05-08	Orimattila	1930-01-08	Helsinki
http://ldf.fi/nbf/p20210	Löfström	Ernst Berthold	1865-05-31	Pälli, Viipurin maalaiskunta	1937-01-05	Helsinki
http://ldf.fi/nbf/p4520	Löfström	Ernst Berthold	1865-05-31	Viipurin maalaiskunta	1937-01-05	Helsinki
http://ldf.fi/nbf/p10344	Lindholm	A. Sixtus	1865-06-05	Kristiinankaupunki	1933-02-11	Helsinki
http://ldf.fi/nbf/p4209	Krogius	Ernst	1865-06-06	Helsinki	1955-09-21	Kööpenhamina
http://ldf.fi/nbf/p2170	Willgren	Karl	1865-06-08	Tampere	1947-01-30	Helsinki
http://ldf.fi/nbf/p1413	Granfelt	George Fredrik	1865-06-19	Turku	1917-08-05	Naantali
http://ldf.fi/nbf/p5404	Sundblom	Julius	1865-06-22	Jomala	1945-08-23	Maarianhamina
http://ldf.fi/nbf/p562	Charpentier	Axel	1865-07-04	Hamina	1949-03-19	Hauho
http://ldf.fi/nbf/p3344	Brofeldt	Kaarlo	1865-07-06	Iisalmi	1936-09-10	
http://ldf.fi/nbf/p4024	Joutsen	Karl Fredrik	1865-07-19	Kaarina	1948-01-01	
http://ldf.fi/nbf/p5039	Ramsay	Jully	1865-08-05	Leppävirta	1919-03-24	Helsinki
http://ldf.fi/nbf/p3051	Bredenberg	Gustaf Adolf	1865-08-10	Bromarv	1955-02-21	Helsinki
http://ldf.fi/nbf/p1123	Gullichsen	Alexander	1865-08-13	Drammen	1917-07-16	Kotka
http://ldf.fi/nbf/p20452	von Pfaler	Frans Carl Fredrik Josef	1865-08-19	Tampere	1937-03-03	Bryssel
http://ldf.fi/nbf/p4020	Juva	Valter	1865-09-03	Pyhäjoki	1922-12-25	Viipuri
http://ldf.fi/nbf/p1129	Lassenius	Mauritz	1865-09-14	Helsingin pitäjä	1952-03-05	Helsinki
http://ldf.fi/nbf/p2009	Halonen	Pekka	1865-09-23	Lapinlahti	1933-12-01	Tuusula
http://ldf.fi/nbf/p30336	Haahti	Hannu	1865-09-25	Kokkola	1935-09-07	Vehkalahti
http://ldf.fi/nbf/p30734	Hyttinen	Paavo	1865-09-27	Heinävesi	1921-03-11	Kaukola
http://ldf.fi/nbf/p4809	Nuormaa	Severi	1865-10-15	Pälkäne	1924-06-11	Turku
http://ldf.fi/nbf/p30772	af Hällström	Jakob Eliel	1865-10-18	Helsinki	1950-02-28	Karjaa
http://ldf.fi/nbf/p30548	Hermo	Kustaa Willehad	1865-11-03	Merikarvia	1949-01-01	
http://ldf.fi/nbf/p30736	Hytönen	Kustaa Bernhard	1865-11-08	Helsinki	1919-12-28	Turku
http://ldf.fi/nbf/p20158	Holmsén	Johannes	1865-11-11	Evjen kartano, Ryggen pitäjä, Norja	1941-03-15	Oslo
http://ldf.fi/nbf/p3967	Inha	Into Konrad	1865-11-12	Virrat	1930-04-03	Helsinki
http://ldf.fi/nbf/p3954	Isto	Eetu	1865-11-28	Alatornio	1905-10-14	Helsinki
http://ldf.fi/nbf/p3617	der Goltz	Rüdiger von	1865-12-08	Züllichau, Brandenburg	1946-11-04	Bernbeuren, Baijeri
http://ldf.fi/nbf/p992	Sibelius	Jean	1865-12-08	Hämeenlinna	1957-09-20	Järvenpää
http://ldf.fi/nbf/p30165	Fröberg	Frans Artur	1865-12-09	Laitila	1932-06-07	Eurajoki
http://ldf.fi/nbf/p10322	Huttunen	Oskar	1865-12-18	Karttula	1955-05-08	Helsinki
http://ldf.fi/nbf/p1763	Huttunen	Oskar	1865-12-18	Karttula	1955-05-08	Helsinki
http://ldf.fi/nbf/p4372	Laurila	Matti	1865-12-19	Lapua	1918-03-16	Länkipohja
http://ldf.fi/nbf/p2114	Rosqvist	Ina	1865-12-22	Loviisa	1942-09-11	Loviisa
http://ldf.fi/nbf/p4259	Laitinen	Taavetti	1866-01-15	Suonenjoki	1941-07-29	Helsinki
http://ldf.fi/nbf/p31021	Karvanen	Aleksanteri	1866-02-15	Sakkola	1916-03-01	Venjoki
http://ldf.fi/nbf/p31224	Kyyniö	August Hjalmar	1866-02-24	Loppi	1897-10-22	Uukuniemi
http://ldf.fi/nbf/p2749	Salin	Eetu	1866-03-18	Asikkala	1919-04-06	Helsinki
http://ldf.fi/nbf/p3462	Donner	Ossian	1866-03-24	Helsinki	1957-08-03	Hampshire
http://ldf.fi/nbf/p6264	Salomaa	Aliina	1866-03-26	Loppi	1909-04-09	Tampere
http://ldf.fi/nbf/p5851	Wilskman	Johannes Eliel	1866-03-26	Kesälahti	1952-07-30	Karuna
http://ldf.fi/nbf/p6151	Busoni	Ferruccio	1866-04-01		1924-07-27	
http://ldf.fi/nbf/p10354	Ehrnrooth	Georg	1866-04-04	Helsinki	1935-05-09	Helsinki
http://ldf.fi/nbf/p31125	Korpela	Vihtori	1866-05-04	Kauvatsa	1915-08-14	Suonenjoki
http://ldf.fi/nbf/p2824	Paasivuori	Matti	1866-05-06	Ilmajoki	1937-06-16	Helsinki
http://ldf.fi/nbf/p10286	Sumelius	Gösta	1866-05-29	Tampere	1940-03-07	
http://ldf.fi/nbf/p5583	Sumelius	Gösta	1866-05-29	Tampere	1940-03-07	Tampere
http://ldf.fi/nbf/p3161	Sillanpää	Miina	1866-06-04	Jokioinen	1952-04-03	Helsinki
http://ldf.fi/nbf/p3959	Ivalo	Santeri	1866-06-09	Sodankylä	1937-01-25	Helsinki
http://ldf.fi/nbf/p2853	Castrén	Arthur	1866-06-10	Turtola	1946-06-29	Pietarsaari
http://ldf.fi/nbf/p5639	Sucksdorff	Victor	1866-06-13	Helsinki	1952-12-26	Helsinki
http://ldf.fi/nbf/p20394	Walmqvist	Hjalmar Bruno	1866-06-15	Helsinki	1946-04-26	Helsinki
http://ldf.fi/nbf/p4640	Mikkola	Jooseppi Julius	1866-07-06	Ylöjärvi	1946-09-28	Helsinki
http://ldf.fi/nbf/p10302	af Heurlin	Wilhelm	1866-07-13	Parainen	1934-06-27	Turku
http://ldf.fi/nbf/p4937	Poppius	Olga	1866-07-17	Kangasala	1939-06-23	
http://ldf.fi/nbf/p5091	Schwindt	Viktor	1866-07-19	Spankov, Inkerinmaa	1928-06-25	Hattula
http://ldf.fi/nbf/p10215	Björkenheim	Gösta	1866-07-24	Tuusula	1918-04-28	Valkeala
http://ldf.fi/nbf/p2672	Björkenheim	Gösta	1866-07-24	Tuusula	1918-04-28	Valkeala
http://ldf.fi/nbf/p30993	Kangas	Antti	1866-08-07	Ylihärmä	1934-12-28	Kauhava
http://ldf.fi/nbf/p2699	Mechelin	Cely	1866-08-12	Helsingin maalaiskunta	1950-07-30	Bromarv
http://ldf.fi/nbf/p10315	Fazer	Karl	1866-08-16	Helsinki	1932-10-09	Jokioinen
http://ldf.fi/nbf/p1363	Fazer	Karl	1866-08-16	Helsinki	1932-10-09	Jokioinen
http://ldf.fi/nbf/p4528	Lundén	Ossian	1866-09-17	Vaasa	1937-04-23	Huopalahti
http://ldf.fi/nbf/p5626	Tarjanne	Artturi Johannes	1866-11-07	Virrat	1946-07-20	Helsinki
http://ldf.fi/nbf/p30405	Hannuksela	Juhani	1866-11-11	Ilmajoki	1935-11-30	
http://ldf.fi/nbf/p4411	Leino	Kasimir	1866-11-17	Paltamo	1919-03-08	Helsinki
http://ldf.fi/nbf/p30703	Hukkanen	Albin	1866-11-30	Rantasalmi	1924-02-03	Alastaro
http://ldf.fi/nbf/p20170	Kivekäs	Karl Edvard	1866-12-06	Kouvola	1940-02-19	Hämeenlinna
http://ldf.fi/nbf/p4192	Kivekäs	Kaarlo	1866-12-06	Valkeala	1940-02-19	Hämeenlinna
http://ldf.fi/nbf/p30550	Hernberg	Robert Leonard	1866-12-20	Helsinki	1958-01-03	Dragsfjärd
http://ldf.fi/nbf/p2607	Nissinen	Alli	1866-12-26	Iisalmi	1926-04-11	Helsinki
http://ldf.fi/nbf/p4532	Lindqvist	Rafael	1867-01-15	Oulu	1952-10-10	Helsinki
http://ldf.fi/nbf/p2757	Hongell	Hilda	1867-01-16	Maarianhamina	1952-06-10	Kokkolan maalaiskunta
http://ldf.fi/nbf/p5100	von Rettig	Eric	1867-01-26	Gävle	1937-07-20	Helsinki
http://ldf.fi/nbf/p10251	Santaholma	Juhani	1867-02-06	Kalajoki	1919-05-22	Oulu
http://ldf.fi/nbf/p30084	Forsell	Nikolai Heribert	1867-02-07	Pori	1900-05-18	Helsinki
http://ldf.fi/nbf/p3324	Bitter	Raimund	1867-02-09	Pusula	1936-05-25	Riihimäki
http://ldf.fi/nbf/p30861	Inkeroinen	Taavi	1867-02-22	Kuolemajärvi	1913-06-05	Savonlinna
http://ldf.fi/nbf/p569	Fagerström	Waldemar	1867-03-02	Savitaipale	1962-05-25	Jämsänkoski
http://ldf.fi/nbf/p1134	Palmgren	Axel	1867-03-03	Helsinki	1939-02-19	Helsinki
http://ldf.fi/nbf/p31190	Kuhlman	Anders Kristofer	1867-03-10	Turku	1941-05-01	Turku
http://ldf.fi/nbf/p1351	Keyland	Nils	1867-03-28	Mangskog, Värmlanti	1924-07-08	Mangskog, Värmlanti
http://ldf.fi/nbf/p1251	Laine	Augusta	1867-03-30	Tampere	1949-08-16	Kitee
http://ldf.fi/nbf/p5206	Reuter	Enzio	1867-03-30	Turku	1951-02-11	Helsinki
http://ldf.fi/nbf/p30991	Kalpa	Kaarlo Julius	1867-04-02	Kristiinankaupunki	1918-02-13	Suodenniemi
http://ldf.fi/nbf/p30974	Kalervo	Fabian	1867-04-02	Mouhijärvi	1936-12-05	Kauvatsa
http://ldf.fi/nbf/p2052	Eskelin	Karolina	1867-04-03	Helsinki	1936-11-06	Helsinki
http://ldf.fi/nbf/p20441	von Kothen	Alexander	1867-04-08	Vilna, Venäjä	1920-01-01	Petrograd, Neuvosto-Venäjä
http://ldf.fi/nbf/p1894	Franck	Nadja	1867-04-15	Helsinki	1932-01-07	Helsinki
http://ldf.fi/nbf/p4576	Lindqvist	Selim Arvid	1867-05-19	Helsinki	1939-05-17	Helsinki
http://ldf.fi/nbf/p2719	Neovius	Dagmar	1867-05-21	Moskova	1939-07-27	Helsinki
http://ldf.fi/nbf/p1835	von Hellens	Oskar	1867-05-23	Turku	1948-11-06	Helsinki
http://ldf.fi/nbf/p1786	Kaila	Erkki	1867-06-02	Huittinen	1944-12-09	Turku
http://ldf.fi/nbf/p30958	Kaila	Erkki	1867-06-02	Huittinen	1944-12-09	Turku
http://ldf.fi/nbf/p20217	Mannerheim	Carl Gustaf Emil	1867-06-04	Louhisaaren kartano, Askainen	1951-01-27	Lausanne, Sveitsi
http://ldf.fi/nbf/p328	Mannerheim	Gustaf	1867-06-04	Askainen	1951-01-27	Lausanne
http://ldf.fi/nbf/p3301	Blomberg	August	1867-06-10	Turku	1950-06-01	Turku
http://ldf.fi/nbf/p4585	Malmberg	Viktor	1867-06-20	Uusikaarlepyy	1936-10-30	Helsinki
http://ldf.fi/nbf/p4823	Nordgren	John	1867-06-22	Porvoo	1941-09-26	Helsinki
http://ldf.fi/nbf/p1462	Solntsev	Sergei	1867-07-17	Ilomantsi	1933-03-17	Sortavala
http://ldf.fi/nbf/p589	Arajärvi	Juhani	1867-07-25	Urjala	1941-11-13	Vihti
http://ldf.fi/nbf/p1431	Komppa	Gustaf	1867-07-28	Viipuri	1949-01-20	Helsinki
http://ldf.fi/nbf/p936	Biese	Helmi	1867-08-09	Helsinki	1933-10-18	Helsinki
http://ldf.fi/nbf/p2634	Kataja	Väinö	1867-09-28	Hailuoto	1914-12-02	Ylitornio
http://ldf.fi/nbf/p5917	Vallgren	Viivi	1867-10-11	Rautalampi	1952-12-25	Helsinki
http://ldf.fi/nbf/p591	Lundson	Johannes	1867-10-12	Leppävirta	1939-08-11	Salo
http://ldf.fi/nbf/p501	Aho	Aukusti	1867-10-20	Turku	1934-03-16	Helsinki
http://ldf.fi/nbf/p947	Frosterus-Segerstråle	Hanna	1867-10-23	Helsinki	1946-04-09	Porvoo
http://ldf.fi/nbf/p1564	Ala-Kulju	Eveliina	1867-10-27	Lehtimäki	1940-06-03	Seinäjoki
http://ldf.fi/nbf/p2097	Faltin	Richard	1867-10-28	Viipuri	1952-08-23	Helsinki
http://ldf.fi/nbf/p20232	Munck af Fulkila	Viktor Ernst Fredrik	1867-10-31	Araljärven alue, Venäjä	1929-11-11	Nömme, Tallinna, Viro
http://ldf.fi/nbf/p4485	Levander	Kaarlo Mainio	1867-11-01	Loviisa	1943-12-07	Helsinki
http://ldf.fi/nbf/p3574	Simelius	Josef Joakim	1867-11-08	Paavola	1942-07-01	Kuopio
http://ldf.fi/nbf/p3086	Krohn	Ilmari	1867-11-08	Helsinki	1960-04-25	Helsinki
http://ldf.fi/nbf/p10245	Peusa	Jonas	1867-11-22	Koivisto	1932-06-29	Koivisto
http://ldf.fi/nbf/p10466	Lindroos	Johan T.	1867-11-29	Bromarv	1952-06-05	Helsinki
http://ldf.fi/nbf/p1162	Aarne	Antti	1867-12-05	Pori	1925-02-05	Helsinki
http://ldf.fi/nbf/p5564	Stjernschantz	Beda	1867-12-10	Porvoo	1910-05-28	Helsinki
http://ldf.fi/nbf/p10296	Ramsay	William	1867-12-11	Perniö	1944-03-20	Helsinki
http://ldf.fi/nbf/p1193	Gebhard	Hedvig	1867-12-14	Turku	1961-01-13	Helsinki
http://ldf.fi/nbf/p1965	Anttila	Selma	1867-12-16	Orimattila	1942-05-15	Helsinki
http://ldf.fi/nbf/p2773	Carpelan	Tor	1867-12-18	Uskela	1960-03-08	Helsinki
http://ldf.fi/nbf/p10393	Pakkala	Emil	1867-12-26	Tornio	1952-01-16	Rauma
http://ldf.fi/nbf/p10318	Rautajärvi	Martti	1868-01-14	Pyhäjärvi, Viipurin lääni	1927-10-30	
http://ldf.fi/nbf/p2063	Kotilainen	Otto	1868-02-05	Heinävesi	1936-08-09	Helsinki
http://ldf.fi/nbf/p2752	Vemmelpuu	Iida	1868-02-10	Kangasala	1924-08-03	Huittinen
